instruction,category,intent,urgency
"Hey there, I want to update the quantity in my order",ORDER,change_order,medium
Please change the size on my recent order before it ships,ORDER,change_order,medium
Please conenct me to a real person. Cheers.,CONTACT,contact_human_agent,low
Please change the size on my recent order before it ships,ORDER,change_order,medium
quick question - how can i leave a review for the prodcut i bought?,FEEDBACK,review,low
do you offer express i'm in a hurry.,DELIVERY,delivery_options,medium
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
"I'm ready to buy, what's next?",ORDER,place_order,medium
"Good morning, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"this is unacceptable, i want to file a formal complaint! thanks in advance.",FEEDBACK,complaint,high
I'd like to receive your weekly emails. I'd appreciate a quick reply.,NEWSLETTER,newsletter_subscription,low
Can you check on the status of my refund?,REFUND,track_refund,high
"hi team, i want to update the quantity in my order",ORDER,change_order,medium
"Hello, is there a support email I can use?",CONTACT,contact_customer_service,low
Quick question - I want to get a refund for my purchase,REFUND,get_refund,high
"Wrong address on my order, please update it! Looking forward to hearing back.",SHIPPING_ADDRESS,change_shipping_address,medium
How do I close my account? I no longer want to use the,ACCOUNT,delete_account,high
i have a question: when will my reufnd be processed?,REFUND,track_refund,high
could you help - how can i leave a review for the product i bought?,FEEDBACK,review,low
Please remove my accoutn from your system. Looking forward to hearing back.,ACCOUNT,delete_account,high
"Hi, I'm extremely unhappy with the service",FEEDBACK,complaint,high
Can you tell me the status of order #9001?,ORDER,track_order,medium
Quick question - I need to update the emali on my profile,ACCOUNT,edit_account,low
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
Quick question - sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
Can you tell me the status of order #9001?,ORDER,track_order,medium
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
"hi tema, want to delete my account permanently",ACCOUNT,delete_account,high
"Excsue me, what is your refund policy?",REFUND,check_refund_policy,high
"hello, what shipping methods are available?",DELIVERY,delivery_options,medium
Quick question - how can I sign up for an account?,ACCOUNT,create_account,low
what are my delivery options for this order?,DELIVERY,delivery_options,medium
Can you tell me the status of order #9001?,ORDER,track_order,medium
Please connect me to a real person. I'd appreciate a quick reply.,CONTACT,contact_human_agent,low
Could you help - where is my order? It hasn't arrived yet,ORDER,track_order,medium
"hey there, is tehre a support email i can use?",CONTACT,contact_customer_service,low
"hello, i wnat to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"Good morning, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
Where do I post a product review? Cheers.,FEEDBACK,review,low
Quick question - how do I contact your support,CONTACT,contact_customer_service,low
Could you help - which payment methods do you accept?,PAYMENT,check_payment_methods,medium
Can you check on the status of my refund?,REFUND,track_refund,high
I to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
please connect me to a real person. please assist.,CONTACT,contact_human_agent,low
can i add another item to order #4422? i'd appreciate a quikc reply.,ORDER,change_order,medium
Quick question - how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"helol, i need to look up an old invoice",INVOICE,check_invoice,medium
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
Could you help - I need to cancel my order immediately,CANCEL,cancel_order,high
Quick question - is there a support email I can use?,CONTACT,contact_customer_service,low
What is your customer service phone number?,CONTACT,contact_customer_service,low
"Hi, what are my pamyent options at checkout?",PAYMENT,check_payment_methods,medium
a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
I need to talk to someone about my order.,CONTACT,contact_customer_service,low
"hello, i want to switch to a different account",ACCOUNT,switch_account,low
Please change the size on my recent order before it ships,ORDER,change_order,medium
could you help - how do i request a rfeund?,REFUND,get_refund,high
"i nede to reset my password, please help. thanks!",ACCOUNT,recover_password,high
What is your customer service phone number?,CONTACT,contact_customer_service,low
"excuse me, i'd like to download an invoice",INVOICE,get_invoice,medium
I'd like to donwload an invoice,INVOICE,get_invoice,medium
Quick question - what shipping methods are available?,DELIVERY,delivery_options,medium
Can you help me opne a customer account? This is urgent.,ACCOUNT,create_account,low
"Excuse me, I want to lodge a complaint about the recent experinece",FEEDBACK,complaint,high
need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
Can you reroute my package to a new addres?s,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi, how do I subscribe to your newslettre?",NEWSLETTER,newsletter_subscription,low
"Hi, where my order? It hasn't arrived yet",ORDER,track_order,medium
I want to create a new account on your platform,ACCOUNT,create_account,low
could you hlep - how can i sign up for an account?,ACCOUNT,create_account,low
"good morning, what are my delivery options for this order?",DELIVERY,delivery_options,medium
could you help - how do i request a refund?,REFUND,get_refund,high
Can I set up multiple addresses on my profile? Thanks in advance.,SHIPPING_ADDRESS,set_up_shipping_address,medium
I need to modify my existing order,ORDER,change_order,medium
"Hello, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
can you help me open a customer account? thanks!,ACCOUNT,create_account,low
Could you help - I want to create a new account on your platform,ACCOUNT,create_account,low
"hi team, i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
Can I pay wtih PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Hi, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
What's the tpyical delivery time to my country?,DELIVERY,delivery_period,medium
is your customer service phone number?,CONTACT,contact_customer_service,low
"Hey there, I want to lodge a complaint abuot the recent experience",FEEDBACK,complaint,high
Tracking number says delivered but I never got it. Looking forward to hearing back.,ORDER,track_order,medium
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
I need invoice for accountnig. This is urgent.,INVOICE,get_invoice,medium
Can you reroute my packgae to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Hello, I'm still waiting for my rfeund, where is it?",REFUND,track_refund,high
"Hi team, I want to get a refund for my purchase",REFUND,get_refund,high
I need to cancel my order immediaetly,CANCEL,cancel_order,high
"Hey there, I need to modify my existing order",ORDER,change_order,medium
Cuold you help - how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"I'd like to regitser, whta's the process?",ACCOUNT,create_account,low
"Hi team, I need to modify my existing order",ORDER,change_order,medium
Please connect me to a real person. Cheers.,CONTACT,contact_human_agent,low
Qucik question - how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"hi, i keep gettign 'username already taken' but i'm new",ACCOUNT,registration_problems,low
"Hey there, how do I contact your support team?",CONTACT,contact_customer_service,low
"I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"Excuse me, I need to look up an old invoice",INVOICE,check_invoice,medium
"i changed my midn, can i cancel my recent purchase?",CANCEL,cancel_order,high
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"hi, how can i leave a review for the prodcut i bought?",FEEDBACK,review,low
How can I change my account information?,ACCOUNT,edit_account,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
How do I log into a secondary account?,ACCOUNT,switch_account,low
Tracking number says delivered but I never got it. This is urgent.,ORDER,track_order,medium
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
Wehre can I view my past invoices? Thanks in advance.,INVOICE,check_invoice,medium
Where do I post a product review? Cheers.,FEEDBACK,review,low
"locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Hi, I need my account deleted right away",ACCOUNT,delete_account,high
"excuse me, can you help me modify my account settings?",ACCOUNT,edit_account,low
Please connect me to a real person. This is urgent.,CONTACT,contact_human_agent,low
how can I leave a review for the product I bought?,FEEDBACK,review,low
Please change the size on my recent order before it ships,ORDER,change_order,medium
Can you help me open a customer account?,ACCOUNT,create_account,low
How do I order this product? Thanks in advance.,ORDER,place_order,medium
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi, I need to use a different user profile",ACCOUNT,switch_account,low
when can i expect my package? looking forward to hearing back.,DELIVERY,delivery_period,medium
I have a question: how can I sign up for an account?,ACCOUNT,create_account,low
how do i order this prodcut? many thanks.,ORDER,place_order,medium
"I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"Hi tea,m I need to cancel my order immediately",CANCEL,cancel_order,high
Where can I view my past invoices? Many thanks.,INVOICE,check_invoice,medium
can i set up multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Whats' the typical delivery time my country?,DELIVERY,delivery_period,medium
Qucik question - I want to create a new account on yoru platform,ACCOUNT,create_account,low
I'd like to edit my personal details. This is urgent.,ACCOUNT,edit_account,low
"Excuse me, how can I sign up for an account?",ACCOUNT,create_account,low
I want to create a new account on your platform,ACCOUNT,create_account,low
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
how do i log into a secondary account?,ACCOUNT,switch_account,low
It's been 10 days and no refund ye.t Thanks!,REFUND,track_refund,high
"hi, i need to use a different user profile",ACCOUNT,switch_account,low
what is your refund policy?,REFUND,check_refund_policy,high
"Hi, please send me the invoice for my recent order",INVOICE,get_invoice,medium
"i'm ready to buy, what's nxet?",ORDER,place_order,medium
I want to craete new account on your platfomr,ACCOUNT,create_account,low
Can I have two accounts and switch between them? Looking forward to haering back.,ACCOUNT,switch_account,low
question - how do I track my shipment?,ORDER,track_order,medium
Can I have two accounts and switch between them? Cheers.,ACCOUNT,switch_account,low
i need to talk to someone about my order. cheers.,CONTACT,contact_customer_service,low
I have a question: I'm trying to find a copy my invoice,INVOICE,check_invoice,medium
"hey there, can you help me complete my purchase?",ORDER,place_order,medium
i need to talk to someone about my order. cheers.,CONTACT,contact_customer_service,low
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
Can you check on the status of my refund?,REFUND,track_refund,high
"Good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
"Godo morning, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"Hello, I keep getting 'username already tkaen' but I'm new",ACCOUNT,registration_problems,low
I have a question: I need my account deleted right away,ACCOUNT,delete_account,high
i'd like to receive your weekly emails. many thanks.,NEWSLETTER,newsletter_subscription,low
"I'd like to register, what's the process? Cheers.",ACCOUNT,create_account,low
The singup form keeps rejecting my email. Looikng forward to hearing bac.k,ACCOUNT,registration_problems,low
quick question - i want to wrtie a review of my experinece,FEEDBACK,review,low
could you help - sgin me up for promotional emails,NEWSLETTER,newsletter_subscription,low
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems,low
Could you help - what shipping methods are available?,DELIVERY,delivery_options,medium
Can I have two accounts and switch between them? Please assist.,ACCOUNT,switch_account,low
"Hey there, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
quick questoin - the password reset email neevr arrived,ACCOUNT,recover_password,high
Tracking number says delivered but I never got it. Thanks in advanec.,ORDER,track_order,medium
Can I have two accounts and swtich between them? Many thanks.,ACCOUNT,switch_account,low
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund,high
when can i expect my package?,DELIVERY,delivery_period,medium
what is your refund policy?,REFUND,check_refund_policy,high
I need an invoice for accounting. Please assist.,INVOICE,get_invoice,medium
"hello, i keep getting 'username already taken' but i'm new",ACCOUNT,registration_problems,low
"Hi team, the password reset email never arrived",ACCOUNT,recover_password,high
Tracking number says delivered but I never got it. Thanks in advance.,ORDER,track_order,medium
"could you hepl - cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
"Hi team, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
It's been 10 days and no refund yet. Thanks!,REFUND,track_refund,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
how many days do i have to return an item? cheers.,REFUND,check_refund_policy,high
Can I have two accounts and switch between them? Thanks!,ACCOUNT,switch_account,low
Where can I view my past invoices? Thanks in advance.,INVOICE,check_invoice,medium
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
I was charged twice for the same order! I'd appreciate a quick relpy.,PAYMENT,payment_issue,high
I need an invoice for accounting. Many thanks.,INVOICE,get_invoice,medium
I was charged twice for the same orde!r I'd appreciate a quick reply.,PAYMENT,payment_issue,high
I have a question: I want to lodge complaitn about the recent experience,FEEDBACK,complaint,high
"excuse me, i need to cancel my order immediately",CANCEL,cancel_order,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Hi team, I need to update the email on my profile",ACCOUNT,edit_account,low
"excuse me, i'd like to download an invoice",INVOICE,get_invoice,medium
I nede to talk to someone about my order. Cheers.,CONTACT,contact_customer_service,low
"hi team, i want to delete my account permanently",ACCOUNT,delete_account,high
"I need to reset my password, please help. Cheers.",ACCOUNT,recover_password,high
it's been 10 days and no refund yet.,REFUND,track_refund,high
Do you take Apple Pay or only credit cards? I'd appreciate a qucik reply.,PAYMENT,check_payment_methods,medium
"wrong address on my order, please update it! i'd appreciate a quick reply.",SHIPPING_ADDRESS,change_shipping_address,medium
"hi, i'm tyring to find a copy of my invioce",INVOICE,check_invoice,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Hi, I need a human agent right now",CONTACT,contact_human_agent,low
I'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription,low
i'd like to receive your weekly emails. this is urgent.,NEWSLETTER,newsletter_subscription,low
Can I have two accounts and switch between them? Cheers.,ACCOUNT,switch_account,low
I have a qusetion: how can I leave a review for the product I bough?t,FEEDBACK,review,low
can you emali me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
"good morinng, my payment was declined but my card is fine",PAYMENT,payment_issue,high
I have a question: how do I contact your support team?,CONTACT,contact_customer_service,low
"hello, i need to look up an old invoice",INVOICE,check_invoice,medium
Could you help - I'm getting an error when trying to regisetr,ACCOUNT,registration_problems,low
"Hello, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
i want to save a second address for,SHIPPING_ADDRESS,set_up_shipping_address,medium
"hello, i'm extremely unhappy with the service",FEEDBACK,complaint,high
"Hey there, I want to create a new account on your platform",ACCOUNT,create_account,low
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"hey there, i need my account deleted right away",ACCOUNT,delete_account,high
"hey there, i want to update the quantity in my order",ORDER,change_order,medium
"Excuse me, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
Where do I post a product review? Many thanks.,FEEDBACK,review,low
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
quick question - i need to modify my existing order,ORDER,change_order,medium
"Hi, I want to switch to a different account",ACCOUNT,switch_account,low
"Hey there, what shipping methods are aavilable?",DELIVERY,delivery_options,medium
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
please change the size on my recent order beofre it ships,ORDER,change_order,medium
"Hi team, please send me the invoice for my recent order",INVOICE,get_invoice,medium
"hi, how do i subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
I'd like to shaer my feedback on a recent purchase,FEEDBACK,review,low
i need to talk to someone about my order. this is urgent.,CONTACT,contact_customer_service,low
"locked out of my account, password reocvery isn't working!",ACCOUNT,recover_password,high
Please remove my account from your system. Please assist.,ACCOUNT,delete_account,high
how can i change my account information?,ACCOUNT,edit_account,low
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
could you help - how do i add a new shipping address to my,SHIPPING_ADDRESS,set_up_shipping_address,medium
"i changed my mind, can i cancle my recent purchase?",CANCEL,cancel_order,high
Could you help - I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
"this is unacceptable, i want to file a formal complaint! thanks in advance.",FEEDBACK,complaint,high
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Hi, I want to get a refund for my purchase",REFUND,get_refund,high
the typical delivery time to my country?,DELIVERY,delivery_period,medium
"hi team, i need to cancel my order immediately",CANCEL,cancel_order,high
Can you tell me the status of order #9001?,ORDER,track_order,medium
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Hey there, I need a human agent right now",CONTACT,contact_human_agent,low
"hello, i watn to delete my account permanently",ACCOUNT,delete_account,high
Can you tell me the status of order #9001?,ORDER,track_order,medium
I'd like to share my feedback on a purchase,FEEDBACK,review,low
i have two accounts and switch between them?,ACCOUNT,switch_account,low
Please connect me to a real person. Thanks in advance.,CONTACT,contact_human_agent,low
"good morning, how can i leave a review for the product i bought?",FEEDBACK,review,low
how many days do i have to return an item?,REFUND,check_refund_policy,high
I'd like to receive your weekly emails. Looking forward to hearing back.,NEWSLETTER,newsletter_subscription,low
"Hey there, I want to get a refund for my purchase",REFUND,get_refund,high
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
I have a question: I need a human agent right now,CONTACT,contact_human_agent,low
Where can I view my past invoices? Many thanks.,INVOICE,check_invoice,medium
"Hi, how do I edit the address?",SHIPPING_ADDRESS,change_shipping_address,medium
Please chagne the size on my recent order before it ships,ORDER,change_order,medium
"I'm ready to buy, what's next?",ORDER,place_order,medium
"thsi is unacceptable, i want to fiel a formal complaint! lokoing forward to hearing back.",FEEDBACK,complaint,high
"Hello, I nede to update the email on my profile",ACCOUNT,edit_account,low
I need an invoice for accounting. I'd appreciate a quick reply.,INVOICE,get_invoice,medium
Could you help - whta are my payment options at checkout?,PAYMENT,check_payment_methods,medium
What's the typical delivery time to my,DELIVERY,delivery_period,medium
Can I set up multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"could you help - i'm having trouble paying, the page errosr out",PAYMENT,payment_issue,high
Could you help - I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
"hi, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
The signup form keeps rejecting my email. This is urgent.,ACCOUNT,registration_problems,low
where do i post a product review? thanks advance.,FEEDBACK,review,low
"Hi team, I need my account deleted right away",ACCOUNT,delete_account,high
"hi, i need a human agent right",CONTACT,contact_human_agent,low
"Please refund order #3300, the item arrived broken. Thanks!",REFUND,get_refund,high
I was charged twice for the same order! I'd appreciate a quick reply.,PAYMENT,payment_issue,high
I'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription,low
I'd liek to edit my personal details.,ACCOUNT,edit_account,low
Can you tell me the status of order #9001?,ORDER,track_order,medium
Could you help - is there a support I can use?,CONTACT,contact_customer_service,low
I'd like to edit my personal details. Thanks!,ACCOUNT,edit_account,low
Whta's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"helol, i want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
how can I leave a review for the product I bought?,FEEDBACK,review,low
i need my money back for this defective product!,REFUND,get_refund,high
I need an invoice for accounting.,INVOICE,get_invoice,medium
I'd like to edit my personal details. Please assist.,ACCOUNT,edit_account,low
can a live representative help me? the chatbot isn't enough.,CONTACT,contact_human_agent,low
Could you help - what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
"hi team, i'm extremely unhappy wtih the service",FEEDBACK,complaint,high
How can I change my acconut information?,ACCOUNT,edit_account,low
I'd liek to download an invoice,INVOICE,get_invoice,medium
"Hi team, how do I request a refund?",REFUND,get_refund,high
what is your refund policy?,REFUND,check_refund_policy,high
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Hi, I need my account deleted right away",ACCOUNT,delete_account,high
"Locked out of my accoutn, password recovery isn't working!",ACCOUNT,recover_password,high
"hey there, i need to cancel my order immediately",CANCEL,cancel_order,high
Could you help - do you offer money-back guarantees?,REFUND,check_refund_policy,high
i'd like to edit my personal details.,ACCOUNT,edit_account,low
"good morning, how do i add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi, what shipping methods are available?",DELIVERY,delivery_options,medium
"Wrogn address on my order, please update it! Thanks in advance.",SHIPPING_ADDRESS,change_shipping_address,medium
Can you help me open a customer account? Cheers.,ACCOUNT,create_account,low
could you help - where is my order? it hasn't arrived yet,ORDER,track_order,medium
i have a question: how do i edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"excuse me, is there a support email i can use?",CONTACT,contact_customer_service,low
I have a question: what shipping methods are available?,DELIVERY,delivery_options,medium
"Hi, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
Please connect me to a real person. Looking forward to hearing back.,CONTACT,contact_human_agent,low
Can I have two accounts and switch between them? I'd appreciate a quick reply.,ACCOUNT,switch_account,low
"Hey there, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
Why can't I create my account? It says inavlid input.,ACCOUNT,registration_problems,low
Quick question - I need to cancel my order immediately,CANCEL,cancel_order,high
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
Coudl you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
Please remove my account from your system. Thanks!,ACCOUNT,delete_account,high
Could you help - sign me up for prmootional emails,NEWSLETTER,newsletter_subscription,low
can you help me open a custmoer account? cheers.,ACCOUNT,create_account,low
Do you take Apple Pay or only credit cards?,PAYMENT,check_payment_methods,medium
Could you help - I'd like to download an invoice,INVOICE,get_invoice,medium
Plesae remove my accuont frmo your system. Thanks!,ACCOUNT,delete_account,high
Quick question - I want to switch to a different account,ACCOUNT,switch_account,low
"Hi team, can you help me complete my pucrhase?",ORDER,place_order,medium
can i choose same-day shipping? i'd appreciate a quick reply.,DELIVERY,delivery_options,medium
Can you reorute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
I need my money back for this defective product!,REFUND,get_refund,high
"Hi, can you help me complete my purchase?",ORDER,place_order,medium
Please cancel order #1234 before it ships. Thanks!,CANCEL,cancel_order,high
"Hi team, how can I levae a review for the product I bought?",FEEDBACK,review,low
"good morning, i watn to update the quantity in my order",ORDER,change_order,medium
Where do I post a product review? Thanks!,FEEDBACK,review,low
Good I'm getting an error when trying to register,ACCOUNT,registration_problems,low
Can you email me a PDF invoice for order #5050?,INVOICE,get_invoice,medium
"Hi team, when will my refund be processed?",REFUND,track_refund,high
please change the size on my recent order before it ships,ORDER,change_order,medium
tracking number says delivered but i never got it. this is urgent.,ORDER,track_order,medium
Could you help - how can I sing up for an account?,ACCOUNT,create_account,low
"Good morning, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Can you tell me the status of order #9001?,ORDER,track_order,medium
Your support has been awflu and I'm furious about it,FEEDBACK,complaint,high
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems,low
"Good monring, I'm extremely unhappy with the service",FEEDBACK,complaint,high
what shipping methods are available?,DELIVERY,delivery_options,medium
I want to write a review of my experience,FEEDBACK,review,low
"Hey there, how do I contact your support team?",CONTACT,contact_customer_service,low
"Hi team, I'd like to downlaod an invoice",INVOICE,get_invoice,medium
Quick question - how long will my oredr take to arrive?,DELIVERY,delivery_period,medium
I was charged twice for the same order! Thanks in advance.,PAYMENT,payment_issue,high
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
Could you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
"Hello, I need to modify my existing order",ORDER,change_order,medium
I have a question: I wnat to create a new account on your platform,ACCOUNT,create_account,low
When can I expect my package? Thanks in advance.,DELIVERY,delivery_period,medium
"excsue me, i need a human agent right now",CONTACT,contact_human_agent,low
"Could you help - I'm still wiating for my refund, whree is it?",REFUND,track_refund,high
Quick question - when will my refund be processed?,REFUND,track_refund,high
How can I change my account information?,ACCOUNT,edit_account,low
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
Can I choose same-day shipping? I'd apprceiate a quick reply.,DELIVERY,delivery_options,medium
I have a question: I need to look up an old invoice,INVOICE,check_invoice,medium
I have a question: I forgot my password and can't log in,ACCOUNT,recover_password,high
when will my refund be processed?,REFUND,track_refund,high
"This is unacceptable, I want to file a formal complaint! Cheers.",FEEDBACK,complaint,high
can i unsubscribe from the newslteter please?,NEWSLETTER,newsletter_subscription,low
"Excuse me, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"excuse me, i need to cancel my order immediately",CANCEL,cancel_order,high
can you tell me the status of order #9001?,ORDER,track_order,medium
Can I have two accounts and switch between them? Lokoing forawrd to hearing back.,ACCOUNT,switch_account,low
what is your customer service phone number?,CONTACT,contact_customer_service,low
I'd like to edit my personal details. Many thanks.,ACCOUNT,edit_account,low
I have a question: the password reset email never arrived,ACCOUNT,recover_password,high
"Hey there, can you help me complete my purchase?",ORDER,place_order,medium
Could you help - how do I subscribe to your newsletter?,NEWSLETTER,newsletter_subscription,low
"Could you help - I'm still waiting for my refund, where is it?",REFUND,track_refund,high
Please change the size on my recent order before it ships,ORDER,change_order,medium
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems,low
Do you take Apple Pay or only credit cards? Thanks in advance.,PAYMENT,check_payment_methods,medium
I have a quetsion: I'd like to place a new order,ORDER,place_order,medium
"Hi team, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
"Wrong address on my order, pelase update it! Thanks in",SHIPPING_ADDRESS,change_shipping_address,medium
"i have a question: i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
I have a question: how do I subscribe to your newsletter?,NEWSLETTER,newsletter_subscription,low
"Hi team, I need to update the email on my profile",ACCOUNT,edit_account,low
I have a question: I wnat to update the quantity in my order,ORDER,change_order,medium
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
Could you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
i need my money back for this defective product!,REFUND,get_refund,high
"Hi taem, I need to update the email on my profile",ACCOUNT,edit_account,low
can i choose same-day shipping? this is urgent.,DELIVERY,delivery_options,medium
"Wrong address on my order, plesae update it! Thanks in advance.",SHIPPING_ADDRESS,change_shipping_address,medium
Could you help - I keep getting 'username already taken' but I'm new,ACCOUNT,registration_problems,low
Can you check on the status of my refund?,REFUND,track_refund,high
The signup form keeps rejecting my email. forward to hearing back.,ACCOUNT,registration_problems,low
Quick question - how do I request a refund?,REFUND,get_refund,high
Why can't I create my account? It says invalid inupt.,ACCOUNT,registration_problems,low
Quick question - what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
Can you help me open a customer account?,ACCOUNT,create_account,low
I have a question: how lnog will my order take to arrive?,DELIVERY,delivery_period,medium
"morning, i want to deleet my account permanently",ACCOUNT,delete_account,high
"hi team, i'm extremely unhappy with the service",FEEDBACK,complaint,high
"Excuse me, I need to update the email on my profile",ACCOUNT,edit_account,low
Can I add another item to order #4422? Cheers.,ORDER,change_order,medium
"Good morning, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
how many days do i have to return an item?,REFUND,check_refund_policy,high
how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi team, I want to speak wiht a human agent, not a bot",CONTACT,contact_human_agent,low
I have a question: I'm getting an errro when trying to register,ACCOUNT,registration_problems,low
i have a question: please send me the invoice for my recent order,INVOICE,get_invoice,medium
"Hello, how do I subscribe your newsletter?",NEWSLETTER,newsletter_subscription,low
"help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
Can you check on the status of my refund?,REFUND,track_refund,high
Where do I post a product review? Cheers.,FEEDBACK,review,low
"hi team, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
Could you help - estimated delivery for standard shipping?,DELIVERY,delivery_period,medium
I was charged twice for the same ordre! Cheers.,PAYMENT,payment_issue,high
"please refund order #3300, the item arrived broken. looking forwadr to hearing back.",REFUND,get_refund,high
i need to talk to about my order. please assist.,CONTACT,contact_customer_service,low
