instruction,category,intent,urgency
"hey there, i nede to modify my existing order",ORDER,change_order,medium
"Hey there, how do I contact your support team?",CONTACT,contact_customer_service,low
what is your refund policy?,REFUND,check_refund_policy,high
"I'd like to regitser, whta's the process?",ACCOUNT,create_account,low
i need an invoice for accounting. i'd appreciate a quick reply.,INVOICE,get_invoice,medium
how do i close my account? i no longer wnat to use the service.,ACCOUNT,delete_account,high
"Excuse me, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
Could you help - I'm getting an error when trying to register,ACCOUNT,registration_problems,low
Could you help - how do I contact your supprot team?,CONTACT,contact_customer_service,low
Tracking number says delivered but I never got it. Please assist.,ORDER,track_order,medium
I'd like to edit my personal details. Thanks in advance.,ACCOUNT,edit_account,low
Could you help - I need to modify my existing order,ORDER,change_order,medium
how do i order tihs product? cheers.,ORDER,place_order,medium
i have a question: i need to use a differnet uesr profile,ACCOUNT,switch_account,low
Please connect me to a real person. Thanks in advance.,CONTACT,contact_human_agent,low
"Help, the payment failed but money was deductde!",PAYMENT,payment_issue,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
I have a question: I need a human agent right now,CONTACT,contact_human_agent,low
can you help me open a customer account? thanks!,ACCOUNT,create_account,low
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
How do I order this product? Many thanks.,ORDER,place_order,medium
"hi, how can i leave a review for the prodcut i bought?",FEEDBACK,review,low
can a live representative help me? the chatbot isn't enough.,CONTACT,contact_human_agent,low
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can I add another item to order #4422? Thanks in advnace.,ORDER,change_order,medium
i'd lkie to edit my personal details. i'd appreciate a quick reply.,ACCOUNT,edit_account,low
"locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Hi team, what shipping methods are available?",DELIVERY,delivery_options,medium
"Hey there, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
can i set multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Hi, is there a support email I can use?",CONTACT,contact_customer_service,low
"Hi, please send me the invoice for my recent order",INVOICE,get_invoice,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
i have a questino: i need my account deleted right away,ACCOUNT,delete_account,high
your support has been awful and i'm furious about it,FEEDBACK,complaint,high
"have a question: i want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
I'd like to receive your weekly emails. Thanks!,NEWSLETTER,newsletter_subscription,low
i need my account deleted right away,ACCOUNT,delete_account,high
Quick question - do you offer money-back guarantees?,REFUND,check_refund_policy,high
Do you take Apple Pay or only credit cards? Thanks in advance.,PAYMENT,check_payment_methods,medium
"Good morning, I want to switch to a different account",ACCOUNT,switch_account,low
Could you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
how do edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
I was charged twice for the same order!,PAYMENT,payment_issue,high
"I'm ready to buy, what's nex?t",ORDER,place_order,medium
Quick quetsion - how I track my shipment?,ORDER,track_order,medium
"good morning, i watn to update the quantity in my order",ORDER,change_order,medium
I want to get a refund for my purchase,REFUND,get_refund,high
"Hi, where is my order? It hasn't arrived yet",ORDER,track_order,medium
can a live represenattive help me? the chatbot isn't enough.,CONTACT,contact_human_agent,low
"Hey there, can you help me modify my accuont settings?",ACCOUNT,edit_account,low
how do i log into a secondary account?,ACCOUNT,switch_account,low
Quick qusetion - how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"hey there, i need to look up an old invoice",INVOICE,check_invoice,medium
Quick question - how do I request a refund?,REFUND,get_refund,high
quick question - i'm extremely unhappy with the service,FEEDBACK,complaint,high
How do I close account? I no longer want to use the service.,ACCOUNT,delete_account,high
I have a question: how do I contact your support team?,CONTACT,contact_customer_service,low
Could you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
the signup form keeps rejecting my email. looking forward to hearing back.,ACCOUNT,registration_problems,low
"Hi team, I watn to create a new on your platform",ACCOUNT,create_account,low
What is your customer service phone number?,CONTACT,contact_customer_service,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
I need invoice for accountnig. This is urgent.,INVOICE,get_invoice,medium
I nede to talk to someone about my order. Cheers.,CONTACT,contact_customer_service,low
"hey there, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
"hey there, adding a new address befroe my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
"hi, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
The signup form keeps rejecting my emial. Many thanks.,ACCOUNT,registration_problems,low
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
"Wrong address on my order, please update it! Thansk!",SHIPPING_ADDRESS,change_shipping_address,medium
Please change the size on my recnet order before it ships,ORDER,change_order,medium
how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
where do i post a product review? many thanks.,FEEDBACK,review,low
"hello, i'd like to place a new order",ORDER,place_order,medium
I need an invoice for accounitng. Looking forward to hearing back.,INVOICE,get_invoice,medium
"Hello, how do I track my shipment?",ORDER,track_order,medium
How do I order this product? Thanks in advance.,ORDER,place_order,medium
"Good morning, I need to look up an old invoice",INVOICE,check_invoice,medium
"Good morning, I need to update the email on my profile",ACCOUNT,edit_account,low
Could you help - I need to look up an old invoice,INVOICE,check_invoice,medium
Why can't I cretae account? It says invalid input.,ACCOUNT,registration_problems,low
"Hi team, can you hlep me modify my account settings?",ACCOUNT,edit_account,low
Quick question - I want to update the quantity in my order,ORDER,change_order,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"Good morning, when wlil my refund be processed?",REFUND,track_refund,high
i was charged twice for the same order! this is urgent.,PAYMENT,payment_issue,high
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
The signup form keeps rejecting my email. Please assist.,ACCOUNT,registration_problems,low
"hello, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
"Hey there, how do I request a refund?",REFUND,get_refund,high
"Hello, can you help me modify my account setting?s",ACCOUNT,edit_account,low
Could you help - I need to cancel my order immediately,CANCEL,cancel_order,high
How do I close my account? I no longer wnat to use the service.,ACCOUNT,delete_account,high
I want to craete new account on your platfomr,ACCOUNT,create_account,low
"Hi team, the passwrod reset email never arrived",ACCOUNT,recover_password,high
Can you help me open a customer account? Many thanks.,ACCOUNT,create_account,low
"hey there, i forgot my password and can't log in",ACCOUNT,recover_password,high
Why can't I create my account? It says invaldi input.,ACCOUNT,registration_problems,low
"Excuse me, I'm still waiting my refund, where is it?",REFUND,track_refund,high
please cancel order #1234 before it shisp. this is urgent.,CANCEL,cancel_order,high
"Hey there, when will my refund be processed?",REFUND,track_refund,high
"Excuse me, pleaes send me the invoice for my recent odrer",INVOICE,get_invoice,medium
"Excuse me, whree is order? It hasn't arrived yet",ORDER,track_order,medium
can i unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Excuse me, I'm trying to find a cpoy of my invoice",INVOICE,check_invoice,medium
"Tihs is unacceptable, I want to file a formal complaint! Cheers.",FEEDBACK,complaint,high
"Hello, I'd like to download an invoice",INVOICE,get_invoice,medium
coudl you help - i want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
please send me the invoice for my recent order,INVOICE,get_invoice,medium
"Hey there, do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
please connect me to a real person. cheers.,CONTACT,contact_human_agent,low
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
Qucik question - how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Quick question - I need to cancel my order immediately,CANCEL,cancel_order,high
Can I have two accounts and switch between them? I'd appreciate a quick reply.,ACCOUNT,switch_account,low
"Excuse me, I want to write a review of my experience",FEEDBACK,review,low
When can I expect my package? Please assist.,DELIVERY,delivery_period,medium
I was charged twice for the same order! Thanks!,PAYMENT,payment_issue,high
"Hello, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
Can reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
When can I expect my package? Thanks in,DELIVERY,delivery_period,medium
Could you help - how long will my order take to arrive?,DELIVERY,delivery_period,medium
Where do I post a product reveiw? Thanks!,FEEDBACK,review,low
"Hey there, I forgot my password and can't in",ACCOUNT,recover_password,high
Quick question - I want to delete my account permanently,ACCOUNT,delete_account,high
Could you help - I'd like to download an invoice,INVOICE,get_invoice,medium
Where can I view my past invoices? Please assist.,INVOICE,check_invoice,medium
Please remove my account from your system. Looking forwrad to hearing back.,ACCOUNT,delete_account,high
"Hi team, I need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
like to share my feedback on a recent purchase,FEEDBACK,review,low
can i set up multiple addresses on my profile? this is urgent.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Excuse me, I'd like to download an invoice",INVOICE,get_invoice,medium
"hi team, how can i leave a review for the product i bought?",FEEDBACK,review,low
I'd like to edit my personal details. Thanks in advance.,ACCOUNT,edit_account,low
"Hello, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
"Hello, is there a support email I can use?",CONTACT,contact_customer_service,low
connect me to a real person. Please assist.,CONTACT,contact_human_agent,low
where do i post a product review? please assist.,FEEDBACK,review,low
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
can you help me complete my purchase?,ORDER,place_order,medium
how can i change my account inofrmation?,ACCOUNT,edit_account,low
"hello, i want to get a refund for my purchase",REFUND,get_refund,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
do you offer express delivery? i'm in a hurry.,DELIVERY,delivery_options,medium
Coudl you help - can you help me modify my acconut settings?,ACCOUNT,edit_account,low
quick question - i need to look up an old invoice,INVOICE,check_invoice,medium
I need to look up an old invoice,INVOICE,check_invoice,medium
Can you check on the status of my refund?,REFUND,track_refund,high
"Good morning, how can I sign up for an account?",ACCOUNT,create_account,low
I have a question: I need to change the shipping address on my odrer,SHIPPING_ADDRESS,change_shipping_address,medium
"Hey there, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
i want to saev a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
i have a question: how do i track my shipment?,ORDER,track_order,medium
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
how do I contact your supprot team?,CONTACT,contact_customer_service,low
it's been 10 days and no refund yet.,REFUND,track_refund,high
Coudl you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
I have a question: do you offer money-back guarantees?,REFUND,check_refund_policy,high
"good morning, i need to modify my existing order",ORDER,change_order,medium
Do you take Apple Pay or only credit cadrs? Thanks!,PAYMENT,check_payment_methods,medium
Whats' the typical delivery time my country?,DELIVERY,delivery_period,medium
I need to talk to someone about my order. Thanks in advance.,CONTACT,contact_customer_service,low
"Good morning, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Hey there, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
"Hi, I'd like to place a new order",ORDER,place_order,medium
"Hey there, I need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
what is your refund policy?,REFUND,check_refund_policy,high
"hi, how do i reqeust a refund?",REFUND,get_refund,high
Quick question - when will my refund be processed?,REFUND,track_refund,high
"I'm ready to buy, what's next?",ORDER,place_order,medium
what is your customer service phone number?,CONTACT,contact_customer_service,low
Quick question - what is your refund policy?,REFUND,check_refund_policy,high
i was charged twice for the same order! cheers.,PAYMENT,payment_issue,high
your supprot has been awful and i'm furious about it,FEEDBACK,complaint,high
"i need to reset my password, please help. many thanks.",ACCOUNT,recover_password,high
could you help - how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
quick question - where is my order? it hasn't arrived yet,ORDER,track_order,medium
Could you help - I need to change the shipipng address on my oredr,SHIPPING_ADDRESS,change_shipping_address,medium
I'd like to edit my personal details.,ACCOUNT,edit_account,low
i have a question: what shipping methods are available?,DELIVERY,delivery_options,medium
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
i have a question: estimated delivery for standard shipping?,DELIVERY,delivery_period,medium
quick question - i'd lkie to place a new order,ORDER,place_order,medium
"help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
i need my money back for this defective product!,REFUND,get_refund,high
"quick question - i'm still waiting for my refund, where is it?",REFUND,track_refund,high
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can I add another ietm to order #4422? This is ugrent.,ORDER,change_order,medium
"Hey there, I want to update the quantity in my order",ORDER,change_order,medium
why cant' i create my account? it says invalid input.,ACCOUNT,registration_problems,low
i need an invoiec for accounting. thanks!,INVOICE,get_invoice,medium
Can you tell me the status of order #9001?,ORDER,track_order,medium
i need to talk to someone about my order. this is urgent.,CONTACT,contact_customer_service,low
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
I'd liek to edit my personal details.,ACCOUNT,edit_account,low
you shwo me invoice number 8842?,INVOICE,check_invoice,medium
tracking number says delivered but i never got it. thanks in advance.,ORDER,track_order,medium
"Good morning, adding a new address before my next",SHIPPING_ADDRESS,set_up_shipping_address,medium
Can you tell me the status of order #900?1,ORDER,track_order,medium
Where do I post a product review? Cheers.,FEEDBACK,review,low
"hey theer, what are my delivery options for this order?",DELIVERY,delivery_options,medium
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period,medium
Please cancel order #1234 before it ships. I'd appreciate a quick reply.,CANCEL,cancel_order,high
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
"excuse me, what shipping methods are available?",DELIVERY,delivery_options,medium
"Excuse me, do offer money-back guarantees?",REFUND,check_refund_policy,high
"Hi team, I need to look up an old invoice",INVOICE,check_invoice,medium
How can I change my account information?,ACCOUNT,edit_account,low
"Hey there, I want to switch to a account",ACCOUNT,switch_account,low
"Hey there, what shipping methods are available?",DELIVERY,delivery_options,medium
"Locked out of my accoutn, password recovery isn't working!",ACCOUNT,recover_password,high
please connect me to a real person.,CONTACT,contact_human_agent,low
"I have a question: I'm still waiting for my refund, where is it?",REFUND,track_refund,high
I have a question: I need to cacnel my order immediately,CANCEL,cancel_order,high
"Hi team, the password reset email never arrived",ACCOUNT,recover_password,high
"Hi team, I need to update the email on my profile",ACCOUNT,edit_account,low
Could you help - how do I track my shipment?,ORDER,track_order,medium
i have a question: i forgot my password and can't log in,ACCOUNT,recover_password,high
"Could you help - I want to speak with a agent, not a bot",CONTACT,contact_human_agent,low
Can I have two accounts and switch between them? Many thanks.,ACCOUNT,switch_account,low
I need an invoice for accounting. Many thanks.,INVOICE,get_invoice,medium
Could you help - I want to switch to a different account,ACCOUNT,switch_account,low
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
i'd to receive your weekly emails. looking forward to hearing back.,NEWSLETTER,newsletter_subscription,low
"This is unacceptable, I wnat to flie a formal complaint! I'd appreciate a quick reply.",FEEDBACK,complaint,high
"Good morning, sign me up for pormotional emails",NEWSLETTER,newsletter_subscription,low
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
Quikc question - estimated delivery for stnadard shipping?,DELIVERY,delivery_period,medium
what is your customer service phone number?,CONTACT,contact_customer_service,low
"Hey there, can you help me modify my account settings?",ACCOUNT,edit_account,low
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
What is your customer serviec phone number?,CONTACT,contact_customer_service,low
please send me the invoice for my recent order,INVOICE,get_invoice,medium
i have a question: i need a human agent right now,CONTACT,contact_human_agent,low
could you help - i want to create a new account on your platform,ACCOUNT,create_account,low
how do I contact your support team?,CONTACT,contact_customer_service,low
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
"Hello, I need to cancel my order immediately",CANCEL,cancel_order,high
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"Excuse me, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
"Hey there, can you help me complete my purchase?",ORDER,place_order,medium
"hi, i want to switch to a different account",ACCOUNT,switch_account,low
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"i need to reset my password, please help.",ACCOUNT,recover_password,high
"Good morning, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"Hell,o is there a supoprt email I can use?",CONTACT,contact_customer_service,low
"Hey there, I need to use a different user profile",ACCOUNT,switch_account,low
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"Hi, I need to use a different user profile",ACCOUNT,switch_account,low
"Hey there, can you help me modify my settings?",ACCOUNT,edit_account,low
Could you help - estimated delivery for standard shipping?,DELIVERY,delivery_period,medium
"Hi team, I need to modify my existing order",ORDER,change_order,medium
Can you help me open a customer account?,ACCOUNT,create_account,low
I need to talk to someone about my order. Thanks!,CONTACT,contact_customer_service,low
when can i expect my package? this is urgent.,DELIVERY,delivery_period,medium
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period,medium
"Hey there, what shipping methods are aavilable?",DELIVERY,delivery_options,medium
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Hi, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
I need my money back for this defective product!,REFUND,get_refund,high
need my money back for thsi defective product!,REFUND,get_refund,high
"hi, what is your refund policy?",REFUND,check_refund_policy,high
could you help - what is refund policy?,REFUND,check_refund_policy,high
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
"i have a questino: i want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"Excuse me, I want to write a review of my experience",FEEDBACK,review,low
can i have two accounts and switch between them?,ACCOUNT,switch_account,low
"morning, i want to deleet my account permanently",ACCOUNT,delete_account,high
quick question - i need to modify my existing order,ORDER,change_order,medium
"Hi, can you help me complete my purchase?",ORDER,place_order,medium
"exucse me, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
"excuse me, i need a human agent right now",CONTACT,contact_human_agent,low
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Excuse me, I'm extremely unhappy with the service",FEEDBACK,complaint,high
where can i view my past invoices?,INVOICE,check_invoice,medium
I need to talk to smoeone about my order. This is urgent.,CONTACT,contact_customer_service,low
Could you hlep - how do I request a refund?,REFUND,get_refund,high
"hello, i need to look up an old invoice",INVOICE,check_invoice,medium
Could you help - I'd like to place a new order,ORDER,place_order,medium
Can I set up multiple addresses on my profile? Tahnks!,SHIPPING_ADDRESS,set_up_shipping_address,medium
"excuse me, i need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
how many days do i have to return an item? please assist.,REFUND,check_refund_policy,high
"Good morning, I'd like to place a new",ORDER,place_order,medium
could you help - i want to write a review of my experience,FEEDBACK,review,low
Could you help - I want to delete my acconut permanently,ACCOUNT,delete_account,high
"Hi team, I need to update the email on my profile",ACCOUNT,edit_account,low
"I'd like to register, what's the process? Many thanks.",ACCOUNT,create_account,low
"Hello, I need my account deleted right away",ACCOUNT,delete_account,high
"wrong address on my odrer, pleaes updaet it! many thanks.",SHIPPING_ADDRESS,change_shipping_address,medium
Can I add another item to order #4422? Looking forward to hearing back.,ORDER,change_order,medium
qucik question - i'm extremely unhappy with the service,FEEDBACK,complaint,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
I forgot my password and can't log in,ACCOUNT,recover_password,high
"excuse me, what is your refund policy?",REFUND,check_refund_policy,high
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
When can I expect my pcakage? Looking forward to hearing back.,DELIVERY,delivery_period,medium
"excsue me, i need a human agent right now",CONTACT,contact_human_agent,low
"Hey there, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"Hi taem, I need to update the email on my profile",ACCOUNT,edit_account,low
why can't i create my account? it syas invalid input.,ACCOUNT,registration_problems,low
When can I expect my package? Thanks in advance.,DELIVERY,delivery_period,medium
How do I order tihs porduct?,ORDER,place_order,medium
I want to update the quantity in my order,ORDER,change_order,medium
I need my money back for this defective product!,REFUND,get_refund,high
"Hello, where is my order? It hasn't arrived yet",ORDER,track_order,medium
"Hello, I keep getting 'username already tkaen' but I'm new",ACCOUNT,registration_problems,low
I need an invocie for accounting. Thanks in advance.,INVOICE,get_invoice,medium
"Excuse me, what is your refund policy?",REFUND,check_refund_policy,high
"i'd like to register, what's the process? i'd appreciate a quick reply.",ACCOUNT,create_account,low
"Excuse me, how can I leave a review for the product I bought?",FEEDBACK,review,low
"Could you help - I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Tracking number says delivered but I never got it. This is urgent.,ORDER,track_order,medium
"help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"Excuse me, what are my delivery options for this order?",DELIVERY,delivery_options,medium
How do I log inot a secondary account?,ACCOUNT,switch_account,low
"Excuse me, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"Hey there, estimated delivery for standrad shipping?",DELIVERY,delivery_period,medium
"excuse me, i'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
"hi, i need a human agent right now",CONTACT,contact_human_agent,low
"hey there, which payment methods do you accep?t",PAYMENT,check_payment_methods,medium
"Excuse me, I want to get a refund for my purchase",REFUND,get_refund,high
i need to talk to someone about my order. this is urgent.,CONTACT,contact_customer_service,low
I hvae a question: I'm extremely unhappy with the service,FEEDBACK,complaint,high
i have a question: how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, I forgot my password and can't log in",ACCOUNT,recover_password,high
"Hi team, do you offer money-back guarantees?",REFUND,check_refund_policy,high
remove my account from your system. Many thanks.,ACCOUNT,delete_account,high
could you help - how can i leave a review for the product i bought?,FEEDBACK,review,low
can you emali me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
"Hey there, I'm getting an error wehn trying to register",ACCOUNT,registration_problems,low
"Excuse me, I wnat to lodge a complaint about the recent experience",FEEDBACK,complaint,high
Could you help - adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Good monring, I'm extremely unhappy with the service",FEEDBACK,complaint,high
"hi team, cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
I'd like to edit my personal detalis. Thanks in advance.,ACCOUNT,edit_account,low
"good morning, when will my refund be processed?",REFUND,track_refund,high
i have a question: i need to use a different profile,ACCOUNT,switch_account,low
"Hey there, do you offer money-back guarantees?",REFUND,check_refund_policy,high
i'd like to edit my personal details. plaese assist.,ACCOUNT,edit_account,low
"Good morning, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
"Hi team, I forgot my password and can't log in",ACCOUNT,recover_password,high
I have a question: how can I leave a review for the proudct I bought?,FEEDBACK,review,low
"hello, when will my refund be processed?",REFUND,track_refund,high
"Excuse me, what are my delivery options for this order?",DELIVERY,delivery_options,medium
Can I have two accounts and switch between them? Thanks!,ACCOUNT,switch_account,low
Your support has been awful and I'm furious abotu it,FEEDBACK,complaint,high
please connect me to a real person. please assist.,CONTACT,contact_human_agent,low
"good morning, how can i leave a review for the product i bought?",FEEDBACK,review,low
How can I change my account information?,ACCOUNT,edit_account,low
how many days do i have to return an item? many thanks.,REFUND,check_refund_policy,high
"Good morning, my payment was declinde but my cadr is fine",PAYMENT,payment_issue,high
"I'd like to register, what's the process? Looking fowrard to hearing back.",ACCOUNT,create_account,low
Can you chekc on the status of my refund?,REFUND,track_refund,high
How do I log into a secondary account?,ACCOUNT,switch_account,low
Where can I view my past invoices? Many thanks.,INVOICE,check_invoice,medium
Quick question - what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
Can you help me open a customer account? Please assist.,ACCOUNT,create_account,low
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"Excuse me, I forgot my password and can't log in",ACCOUNT,recover_password,high
"Hello, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
"Good morning, what is your refund policy?",REFUND,check_refund_policy,high
Quick question - I need to cancel my order immediately,CANCEL,cancel_order,high
how do i log into a secondary account?,ACCOUNT,switch_account,low
Can I choose same-day shipping? Looking forward to hearing back.,DELIVERY,delivery_options,medium
"i'm ready to buy, what's next?",ORDER,place_order,medium
your support has been awful and i'm furious about it,FEEDBACK,complaint,high
Quick question - I want to create a new account on your platform,ACCOUNT,create_account,low
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods,medium
"this is unacceptable, i want to file a formal complaint!",FEEDBACK,complaint,high
"Hello, when will my refund be processed?",REFUND,track_refund,high
i nede to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
Please remove my account from your system.,ACCOUNT,delete_account,high
do I order this product?,ORDER,place_order,medium
"hi team, i keep getting 'username already taken' but i'm new",ACCOUNT,registration_problems,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Quick question - I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
do you tkae apple pay or only credit cards? many thansk.,PAYMENT,check_payment_methods,medium
Quick question - I need to update the email on my profile,ACCOUNT,edit_account,low
"hello, where is my order? it hasn't arrived",ORDER,track_order,medium
Could you help - I'd like to download an invoice,INVOICE,get_invoice,medium
Can you reroute my package to a new addres?s,SHIPPING_ADDRESS,change_shipping_address,medium
"Excuse me, I want to get a refund for my purchase",REFUND,get_refund,high
I need my money back for defective product!,REFUND,get_refund,high
"Hi, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
Where do I post a product review? Cheers.,FEEDBACK,review,low
"Good morning, how do I track my shipment?",ORDER,track_order,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"I changed my mind, can I cacnel my reecnt purchase?",CANCEL,cancel_order,high
tracking number says delivered but i never got it.,ORDER,track_order,medium
"Hello, the passwodr reset email never arrived",ACCOUNT,recover_password,high
How do I log itno a secondary account?,ACCOUNT,switch_account,low
"Hello, I'm still waiting for my rfeund, where is it?",REFUND,track_refund,high
can i add another item to order #4422? cheers.,ORDER,change_order,medium
Please connect me to a real person. Cheers.,CONTACT,contact_human_agent,low
Can you check on status of my refund?,REFUND,track_refund,high
I have a question: can you help me complete my purchase?,ORDER,place_order,medium
"hello, i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"excuse me, how do i track my shipment?",ORDER,track_order,medium
i need to talk to someone about my order. please assist.,CONTACT,contact_customer_service,low
"Excsue me, I want to switch to a different account",ACCOUNT,switch_account,low
"Excuse me, I need to use a differnet user profile",ACCOUNT,switch_account,low
"hi team, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
Quick question - I need to look up an old invoice,INVOICE,check_invoice,medium
I'm trying to find a copy of my invoice,INVOICE,check_invoice,medium
Can I have two accounts and switch between them? Please assist.,ACCOUNT,switch_account,low
"Wrong address on my order, please upadte it! Cheers.",SHIPPING_ADDRESS,change_shipping_address,medium
"hi team, i want to write a review of my expeirence",FEEDBACK,review,low
can you tell me the status of order #9001?,ORDER,track_order,medium
"I'd like to register, what's the process? I'd appreicate a quick reply.",ACCOUNT,create_account,low
"Excuse me, cancel my oredr asap, I ordered the wrong item",CANCEL,cancel_order,high
"Hi team, when will my refund be processed?",REFUND,track_refund,high
Quick - do you offer money-back guarantees?,REFUND,check_refund_policy,high
